"Title","Date","Location","Price","Bedrooms","Link","Zipcode"
"2 BEDROOM APARTMENT IN SUNNYSIDE / WOODSIDE","Dec 25"," (WOODSIDE)","$1995","
                    2br -
                    750ft2 -
                ","https://newyork.craigslist.org/que/abo/d/sunnyside-2-bedroom-apartment-in/6774714943.html","11377"
"Two bedroom apartment for rent","Dec 25"," (Woodside)","$2200","character(0)","https://newyork.craigslist.org/que/abo/d/woodside-two-bedroom-apartment-for-rent/6779986721.html","11377"
"Woodside apt 2br 1ba for rent","Dec 25"," (Woodside)","$2090","
                    2br -
                ","https://newyork.craigslist.org/que/abo/d/woodside-woodside-apt-2br-1ba-for-rent/6779882611.html","11377"
"Woodside apt 2br 1ba for rent","Dec 25"," (Woodside)","$2090","
                    2br -
                ","https://newyork.craigslist.org/que/abo/d/woodside-woodside-apt-2br-1ba-for-rent/6779824201.html","11377"
"I sublet my apartment  from 01.15.2019 to 03.02.2019","Dec 23"," (Sunnyside)","$1800","
                    1br -
                ","https://newyork.craigslist.org/que/abo/d/woodside-sublet-my-apartment-fromto/6763293570.html","11377"
"Great Apt!*Amazing Location!*HardwoodFloors+Near Train/Amenities@NoFEE","Dec 23"," (Sunnyside)","$2500","
                    2br -
                ","https://newyork.craigslist.org/que/abo/d/woodside-great-aptamazing/6779298281.html","11377"
"1 MONTH FREE! XXXL SIZE 3 BEDROOM NEAR PARK, THE 7, SKILLMAN AVE","Dec 22"," (SUNNYSIDE)","$2800","
                    3br -
                    1300ft2 -
                ","https://newyork.craigslist.org/que/fee/d/woodside-1-month-free-xxxl-size-3/6778755995.html","11377"
"Brand New Apartment 2 Blocks Away From the Subway","Dec 22"," (Woodside)","$2599","
                    3br -
                    1100ft2 -
                ","https://newyork.craigslist.org/que/fee/d/woodside-brand-new-apartment-2-blocks/6778656647.html","11377"
"New Renovated Apt. in Queens","Dec 22"," (48-10 45th Street, Woodside, NY)","$2500","
                    2br -
                ","https://newyork.craigslist.org/que/abo/d/sunnyside-new-renovated-apt-in-queens/6760637588.html","11377"
"NO FEE LARGE (980 sq ft) Woodside 2 Bedrooms 1 Bath /get before AMAZON","Dec 21"," (59 pl and 48th Ave)","$2150","
                    2br -
                    980ft2 -
                ","https://newyork.craigslist.org/que/nfb/d/woodside-no-fee-large-980-sq-ft/6778219528.html","11377"
"Large Studio on 54th Street off Queens Boulevard","Dec 21"," (Woodside)","$1375","character(0)","https://newyork.craigslist.org/que/fee/d/woodside-large-studio-on-54th-street/6778106784.html","11377"
"Huge and bright 3 BR Railroad apartment 7 TRAIN!!good location!!","Dec 21"," (Woodside)","$1975","
                    2br -
                ","https://newyork.craigslist.org/que/fee/d/woodside-huge-and-bright-3-br-railroad/6778105996.html","11377"
"REAL TRUE 2 BEDROOM~ SUNNYSIDE~~ walk to 7 **NORTH SIDE**","Dec 21"," (SUNNYSIDE)","$2200","
                    2br -
                ","https://newyork.craigslist.org/que/fee/d/woodside-real-true-2-bedroom-sunnyside/6778105444.html","11377"
"* Modern Building ***","Dec 21"," (Woodside)","$1725","
                    1br -
                ","https://newyork.craigslist.org/que/abo/d/woodside-modern-building/6777843238.html","11377"
"CHARMING ALCOVE STUDIO IN SUNNYSIDE","Dec 20"," (Sunnyside)","$1695","character(0)","https://newyork.craigslist.org/que/fee/d/woodside-charming-alcove-studio-in/6777391255.html","11377"
"Apt for rent No broker fee","Dec 20"," (Woodside)","$2050","
                    1br -
                    950ft2 -
                ","https://newyork.craigslist.org/que/abo/d/woodside-apt-for-rent-no-broker-fee/6777074501.html","11377"
"Amazing 2 Bedroom in Sunnyside, Queens","Dec 19"," (41st Ave & 51st Street)","$1900","
                    2br -
                ","https://newyork.craigslist.org/que/nfb/d/woodside-amazing-2-bedroom-in-sunnyside/6776743987.html","11377"
"One Bedroom W/ Full Attic $1650","Dec 19"," (34th Ave & 57th Street)","$1650","
                    1br -
                ","https://newyork.craigslist.org/que/fee/d/woodside-one-bedroom-full-attic-1650/6776586237.html","11377"
"Nice Small studio on 1st fl house","Dec 19"," (Woodside)","$1250","character(0)","https://newyork.craigslist.org/que/nfb/d/woodside-nice-small-studio-on-1st-fl/6776534774.html","11377"
"GORGEOUS Renovated SPACIOUS STUDIO in **Woodside**","Dec 19"," (Woodside/ Jackson Heights / Elmhurst)","$1500","character(0)","https://newyork.craigslist.org/que/fee/d/jackson-heights-gorgeous-renovated/6776263876.html","11377"
"Three bed rooms 1.5 bath for rent","Dec 19"," (Corona/ Rego park)","$2100","character(0)","https://newyork.craigslist.org/que/nfb/d/woodside-three-bed-rooms-15-bath-for/6776131380.html","11377"
"Room For Rent $995","Dec 18"," (Flushing)","$995","character(0)","https://newyork.craigslist.org/que/fee/d/woodside-room-for-rent-995/6775838504.html","11377"
"ENORMOUS!! BIG BIG BIG TIME BIG 1 BEDROOM ~7 Train 1block!","Dec 18"," (Sunnyside)","$1700","
                    1br -
                ","https://newyork.craigslist.org/que/fee/d/woodside-enormous-big-big-big-time-big/6775597901.html","11377"
"Apartment for rent","Dec 18"," (Woodside)","$2000","
                    2br -
                ","https://newyork.craigslist.org/que/fee/d/woodside-apartment-for-rent/6775485361.html","11377"
"Sunnyside Gardens * Renovated 1 Bed 1 Bath * By 7 Train *","Dec 17"," (Sunnyside)","$2150","
                    1br -
                ","https://newyork.craigslist.org/que/fee/d/woodside-sunnyside-gardens-renovated-1/6775052074.html","11377"
"--> EXCLUSIVE STUDIO GUT RENO  -TO HAVE A LOOK CALL TODAY<---","Dec 17"," (Queens)","$1750","character(0)","https://newyork.craigslist.org/que/fee/d/sunnyside-exclusive-studio-gut-reno-to/6774990243.html","11377"
"--->RENOVATED 3 BED 2 BATH APARTMENT - MUST SEE TODAY!<---","Dec 17"," (Queens)","$2900","
                    3br -
                ","https://newyork.craigslist.org/que/fee/d/astoria-renovated-3-bed-2-bath/6774990195.html","11377"
"Large Studio on 54th Street off Queens Boulevard","Dec 14"," (Woodside)","$1375","character(0)","https://newyork.craigslist.org/que/fee/d/woodside-large-studio-on-54th-street/6772706917.html","11377"
"REAL TRUE 2 BEDROOM~ SUNNYSIDE~~ walk to 7 **NORTH SIDE**","Dec 14"," (SUNNYSIDE)","$2200","
                    2br -
                ","https://newyork.craigslist.org/que/fee/d/woodside-real-true-2-bedroom-sunnyside/6772704568.html","11377"
"Huge and bright 3 BR Railroad apartment 7 TRAIN!!good location!!","Dec 14"," (Woodside)","$1975","
                    2br -
                ","https://newyork.craigslist.org/que/fee/d/woodside-huge-and-bright-3-br-railroad/6772700379.html","11377"
"ELEVATOR LAUNDRY BUILDING NORTH SIDE STUDIO","Dec 14"," (Sunnyside / Woodside)","$1475","character(0)","https://newyork.craigslist.org/que/fee/d/woodside-elevator-laundry-building/6772698230.html","11377"
"RENT STABILIZED RENOVATED 1BR-LAUDRY-HARDWOOD FLOORS AND MORE","Dec 14"," (WOODSIDE)","$1700","
                    1br -
                    750ft2 -
                ","https://newyork.craigslist.org/que/fee/d/woodside-rent-stabilized-renovated-1br/6772485459.html","11377"
"WOODSIDE **SMALL 1 BEDROOM  *IN ELEVATOR BLDG & LAUNDRY","Dec 14"," (WOODSIDE)","$1725","
                    1br -
                    550ft2 -
                ","https://newyork.craigslist.org/que/fee/d/woodside-woodside-small-1-bedroom-in/6772405525.html","11377"
"MODERN TWO BED APT SUNNYSIDE 39 Ave","Dec 13"," (Sunnyside)","$2700","
                    2br -
                ","https://newyork.craigslist.org/que/fee/d/woodside-modern-two-bed-apt-sunnyside/6771889241.html","11377"
"NEWLY RENOVATED TWO BED APT SUNNYSIDE 39 Ave","Dec 13"," (Sunnyside)","$2395","
                    2br -
                    900ft2 -
                ","https://newyork.craigslist.org/que/fee/d/woodside-newly-renovated-two-bed-apt/6771884950.html","11377"
"GORGEOUS Renovated SPACIOUS STUDIO in **Woodside**","Dec 13"," (Woodside/ Jackson Heights / Elmhurst)","$1500","character(0)","https://newyork.craigslist.org/que/fee/d/jackson-heights-gorgeous-renovated/6771681592.html","11377"
"Beautiful 2 Bedroom Rental!!","Dec 13"," (Putnam Ave)","$2250","
                    2br -
                ","https://newyork.craigslist.org/que/fee/d/woodside-beautiful-2-bedroom-rental/6771655659.html","11377"
"****GUT RENOVATED*****HARDWOOD****EAT IN KITCHEN****S/S APPLIANCES","Dec 12"," (Queens)","$2800","
                    3br -
                ","https://newyork.craigslist.org/que/fee/d/woodside-gut-renovatedhardwoodeat-in/6771283834.html","11377"
"Sunnyside Gardens * Renovated 1 Bed 1 Bath * By 7 Train *","Dec 12"," (Sunnyside)","$2150","
                    1br -
                ","https://newyork.craigslist.org/que/fee/d/woodside-sunnyside-gardens-renovated-1/6771100192.html","11377"
"GORGEOUS Renovated SPACIOUS STUDIO in **Woodside**","Dec 12"," (Woodside/ Jackson Heights)","$1500","character(0)","https://newyork.craigslist.org/que/fee/d/jackson-heights-gorgeous-renovated/6771082829.html","11377"
"ELEVATOR LAUNDRY BUILDING NORTH SIDE STUDIO","Dec 10"," (Sunnyside / Woodside)","$1475","character(0)","https://newyork.craigslist.org/que/fee/d/woodside-elevator-laundry-building/6769437348.html","11377"
"Huge and bright 2 bedroom apartment 7 TRAIN!!good location!!","Dec 10"," (Woodside)","$1975","
                    2br -
                ","https://newyork.craigslist.org/que/fee/d/woodside-huge-and-bright-2-bedroom/6769435990.html","11377"
"Bright Spacious 3 bedroom Railroad apartment 7 TRAIN!!good location!!","Dec 10"," (Woodside)","$2100","
                    3br -
                ","https://newyork.craigslist.org/que/fee/d/woodside-bright-spacious-3-bedroom/6769434152.html","11377"
"Sunnyside Gardens * Beautiful Traditional 1 Bed 1 Bath * By 7 Train *","Dec 10"," (Sunnyside)","$1925","
                    1br -
                ","https://newyork.craigslist.org/que/fee/d/woodside-sunnyside-gardens-beautiful/6769433572.html","11377"
"Sunnyside Gardens * Beautiful Renovated 2 Bed 1 Bath * By 7 Train *","Dec  9"," (Sunnyside)","$2395","
                    2br -
                ","https://newyork.craigslist.org/que/fee/d/woodside-sunnyside-gardens-beautiful/6768554283.html","11377"
"Sunnyside Gardens * Beautiful Traditional 1 Bed 1 Bath * By 7 Train *","Dec  9"," (Sunnyside)","$1925","
                    1br -
                ","https://newyork.craigslist.org/que/fee/d/woodside-sunnyside-gardens-beautiful/6768553982.html","11377"
"Beautiful 1 bedroom condo for rent, close to all","Dec  8"," (Woodside)","$1850","character(0)","https://newyork.craigslist.org/que/fee/d/woodside-beautiful-1-bedroom-condo-for/6768099263.html","11377"
"RENT STABILIZED RENOVATED 1BR-LAUDRY-HARDWOOD FLOORS AND MORE","Dec  7"," (WOODSIDE)","$1700","
                    1br -
                    750ft2 -
                ","https://newyork.craigslist.org/que/fee/d/woodside-rent-stabilized-renovated-1br/6766942060.html","11377"
"REAL TRUE 2 BEDROOM~ SUNNYSIDE~~ walk to 7 **NORTH SIDE**","Dec  6"," (SUNNYSIDE)","$2200","
                    2br -
                ","https://newyork.craigslist.org/que/fee/d/woodside-real-true-2-bedroom-sunnyside/6766334594.html","11377"
"WOODSIDE LARGE STUDIO *IN ELEVATOR BLDG & LAUNDRY","Dec  6"," (WOODSIDE)","$1490","
                    500ft2 -
                ","https://newyork.craigslist.org/que/fee/d/woodside-woodside-large-studio-in/6766327486.html","11377"
"Beautiful Spacious 1 Bed 1 Bath * Sunnyside * By 7 Train *","Dec  5"," (Sunnyside)","$1825","
                    1br -
                ","https://newyork.craigslist.org/que/fee/d/woodside-beautiful-spacious-1-bed-1/6765839815.html","11377"
"Sunnyside Gardens * Beautiful Traditional 1 Bed 1 Bath * By 7 Train *","Dec  5"," (Sunnyside)","$1925","
                    1br -
                ","https://newyork.craigslist.org/que/fee/d/woodside-sunnyside-gardens-beautiful/6765826768.html","11377"
"Sunnyside Gardens * Beautiful Renovated 2 Bed 1 Bath * By 7 Train *","Dec  5"," (Sunnyside / Sunnyside Gardens)","$2395","
                    2br -
                ","https://newyork.craigslist.org/que/fee/d/woodside-sunnyside-gardens-beautiful/6765582780.html","11377"
"Sunnyside Gardens * Renovated 1 Bed 1 Bath * By 7 Train *","Dec  5"," (Sunnyside / Sunnyside Gardens)","$2150","
                    1br -
                ","https://newyork.craigslist.org/que/fee/d/woodside-sunnyside-gardens-renovated-1/6765582314.html","11377"
"3-bedroom apartment plus home office with excellent location in Woodsi","Dec  5"," (Woodside)","$2800","
                    3br -
                ","https://newyork.craigslist.org/que/fee/d/woodside-3-bedroom-apartment-plus-home/6765198729.html","11377"
"Small 2-Room Studio on 54th Street off Queens Boulevard","Dec  4"," (Woodside)","$1375","character(0)","https://newyork.craigslist.org/que/fee/d/woodside-small-2-room-studio-on-54th/6764715714.html","11377"
"++ BRIGHT ++ RENOVATED ++ GIGANTIC 2BR ++ WOODSIDE ++","Dec  4"," (WOODSIDE)","$2098","
                    2br -
                    1000ft2 -
                ","https://newyork.craigslist.org/que/fee/d/woodside-bright-renovated-gigantic-2br/6764597950.html","11377"
"RENT STABILIZED RENOVATED 1BR-LAUDRY-HARDWOOD FLOORS AND MORE","Dec  4"," (WOODSIDE)","$1700","
                    1br -
                    750ft2 -
                ","https://newyork.craigslist.org/que/fee/d/woodside-rent-stabilized-renovated-1br/6764427969.html","11377"
"3-bedroom apartment plus home office with excellent location in Woodsi","Dec  4"," (Woodside)","$2800","
                    3br -
                ","https://newyork.craigslist.org/que/fee/d/woodside-3-bedroom-apartment-plus-home/6764342335.html","11377"
"Huge and bright 2 bedroom apartment 7 TRAIN!!good location!!","Dec  3"," (Woodside)","$1975","
                    2br -
                ","https://newyork.craigslist.org/que/fee/d/woodside-huge-and-bright-2-bedroom/6764057132.html","11377"
"~~~ 3 bedroom Railroad Apt Walking Distance to the 7 ~~~","Dec  3"," (Woodside)","$2050","
                    3br -
                ","https://newyork.craigslist.org/que/fee/d/woodside-3-bedroom-railroad-apt-walking/6763964061.html","11377"
"GREAT 3 BEDROOM/1 BATH/APARTMENT","Dec  3"," (Woodside)","$2500","
                    3br -
                ","https://newyork.craigslist.org/que/fee/d/woodside-great-3-bedroom-1-bath/6763928004.html","11377"
"RENOVATED 1 BEDROOM APARTMENT 15 Min to NYC","Dec  3"," (Woodside)","$1900","
                    1br -
                ","https://newyork.craigslist.org/que/fee/d/woodside-renovated-1-bedroom-apartment/6763926276.html","11377"
"Apartment for rent","Dec  3"," (Woodside)","$2000","
                    2br -
                ","https://newyork.craigslist.org/que/fee/d/woodside-apartment-for-rent/6763585522.html","11377"
"3-bedroom apartment plus home office with excellent location in Woodsi","Dec  3"," (Woodside)","$2800","
                    3br -
                ","https://newyork.craigslist.org/que/fee/d/woodside-3-bedroom-apartment-plus-home/6763463591.html","11377"
"4-bedroom apartment with excellent location in Woodside!!!  MUST SEE!!","Dec  3"," (Woodside)","$2800","
                    4br -
                ","https://newyork.craigslist.org/que/fee/d/woodside-4-bedroom-apartment-with/6763463566.html","11377"
"4-bedroom apartment with excellent location in Woodside!!!  MUST SEE!!","Dec  2"," (Woodside)","$2800","
                    4br -
                ","https://newyork.craigslist.org/que/fee/d/woodside-4-bedroom-apartment-with/6763264456.html","11377"
"3-bedroom apartment plus home office with excellent location in Woodsi","Dec  2"," (Woodside)","$2800","
                    3br -
                ","https://newyork.craigslist.org/que/fee/d/woodside-3-bedroom-apartment-plus-home/6762760257.html","11377"
"4-bedroom apartment with excellent location in Woodside!!!  MUST SEE!!","Dec  2"," (Woodside)","$2800","
                    4br -
                ","https://newyork.craigslist.org/que/fee/d/woodside-4-bedroom-apartment-with/6762760239.html","11377"
"4-bedroom apartment with excellent location in Woodside!!!  MUST SEE!!","Dec  1"," (Woodside)","$2800","
                    4br -
                ","https://newyork.craigslist.org/que/fee/d/woodside-4-bedroom-apartment-with/6762594245.html","11377"
"++ BRIGHT ++ RENOVATED ++ GIGANTIC 2BR ++ WOODSIDE ++","Dec  1"," (WOODSIDE)","$2098","
                    2br -
                    1000ft2 -
                ","https://newyork.craigslist.org/que/fee/d/woodside-bright-renovated-gigantic-2br/6762565337.html","11377"
"RENT STABILIZED RENOVATED 1BR-LAUDRY-HARDWOOD FLOORS AND MORE","Dec  1"," (WOODSIDE)","$1700","
                    1br -
                    750ft2 -
                ","https://newyork.craigslist.org/que/fee/d/woodside-rent-stabilized-renovated-1br/6762147616.html","11377"
"3-bedroom apartment plus home office with excellent location in Woodsi","Dec  1"," (Woodside)","$2800","
                    3br -
                ","https://newyork.craigslist.org/que/fee/d/woodside-3-bedroom-apartment-plus-home/6762008898.html","11377"
"4-bedroom apartment with excellent location in Woodside!!!  MUST SEE!!","Dec  1"," (Woodside)","$2800","
                    4br -
                ","https://newyork.craigslist.org/que/fee/d/woodside-4-bedroom-apartment-with/6762008877.html","11377"
"4-bedroom apartment with excellent location in Woodside!!!  MUST SEE!!","Nov 30"," (Woodside)","$2800","
                    4br -
                ","https://newyork.craigslist.org/que/fee/d/woodside-4-bedroom-apartment-with/6761820423.html","11377"
"3-bedroom apartment plus home office with excellent location in Woodsi","Nov 30"," (Woodside)","$2800","
                    3br -
                ","https://newyork.craigslist.org/que/fee/d/woodside-3-bedroom-apartment-plus-home/6761177722.html","11377"
"4-bedroom apartment with excellent location in Woodside!!!  MUST SEE!!","Nov 30"," (Woodside)","$2800","
                    4br -
                ","https://newyork.craigslist.org/que/fee/d/woodside-4-bedroom-apartment-with/6761177696.html","11377"
"4-bedroom apartment with excellent location in Woodside!!!  MUST SEE!!","Nov 29"," (Woodside)","$2800","
                    4br -
                ","https://newyork.craigslist.org/que/fee/d/woodside-4-bedroom-apartment-with/6760981086.html","11377"
"3 Bedroom Apartment In Woodside","Nov 29"," (61st Street & Northern Blvd)","$2950","
                    3br -
                    1000ft2 -
                ","https://newyork.craigslist.org/que/nfb/d/woodside-3-bedroom-apartment-in-woodside/6760698449.html","11377"
"Apartment for rent","Nov 29"," (Woodside)","$2000","
                    2br -
                ","https://newyork.craigslist.org/que/fee/d/woodside-apartment-for-rent/6760615540.html","11377"
"++ BRIGHT ++ RENOVATED ++ GIGANTIC 2BR ++ WOODSIDE ++","Nov 29"," (WOODSIDE)","$2098","
                    2br -
                    1000ft2 -
                ","https://newyork.craigslist.org/que/fee/d/woodside-bright-renovated-gigantic-2br/6760539249.html","11377"
"3-bedroom apartment plus home office with excellent location in Woodsi","Nov 29"," (Woodside)","$2800","
                    3br -
                ","https://newyork.craigslist.org/que/fee/d/woodside-3-bedroom-apartment-plus-home/6760340812.html","11377"
"4-bedroom apartment with excellent location in Woodside!!!  MUST SEE!!","Nov 29"," (Woodside)","$2800","
                    4br -
                ","https://newyork.craigslist.org/que/fee/d/woodside-4-bedroom-apartment-with/6760340791.html","11377"
"4-bedroom apartment with excellent location in Woodside!!!  MUST SEE!!","Nov 28"," (Woodside)","$2800","
                    4br -
                ","https://newyork.craigslist.org/que/fee/d/woodside-4-bedroom-apartment-with/6760145028.html","11377"
"3-bedroom apartment plus home office with excellent location in Woodsi","Nov 28"," (Woodside)","$2800","
                    3br -
                ","https://newyork.craigslist.org/que/fee/d/woodside-3-bedroom-apartment-plus-home/6759478732.html","11377"
"4-bedroom apartment with excellent location in Woodside!!!  MUST SEE!!","Nov 28"," (Woodside)","$2800","
                    4br -
                ","https://newyork.craigslist.org/que/fee/d/woodside-4-bedroom-apartment-with/6759478696.html","11377"
"4-bedroom apartment with excellent location in Woodside!!!  MUST SEE!!","Nov 27"," (Woodside)","$2800","
                    4br -
                ","https://newyork.craigslist.org/que/fee/d/woodside-4-bedroom-apartment-with/6759269287.html","11377"
"Unique ~3 Bed~ *Near 7* SUNNY spacious  -3 BR Apt-","Nov 27"," (Woodside)","$2200","
                    3br -
                ","https://newyork.craigslist.org/que/fee/d/woodside-unique-3-bed-near-7-sunny/6758755268.html","11377"
"++ BRIGHT ++ RENOVATED ++ GIGANTIC 2BR ++ WOODSIDE ++","Nov 27"," (WOODSIDE)","$2098","
                    2br -
                    1000ft2 -
                ","https://newyork.craigslist.org/que/fee/d/woodside-bright-renovated-gigantic-2br/6758706277.html","11377"
"RENT STABILIZED RENOVATED-1BR-LAUNDRY-AMAZING UNIT","Nov 27"," (WOODSIDE)","$1700","
                    1br -
                    750ft2 -
                ","https://newyork.craigslist.org/que/fee/d/woodside-rent-stabilized-renovated-1br/6758689545.html","11377"
"3-bedroom apartment plus home office with excellent location in Woodsi","Nov 27"," (Woodside)","$2800","
                    3br -
                ","https://newyork.craigslist.org/que/fee/d/woodside-3-bedroom-apartment-plus-home/6758582225.html","11377"
"4-bedroom apartment with excellent location in Woodside!!!  MUST SEE!!","Nov 27"," (Woodside)","$2800","
                    4br -
                ","https://newyork.craigslist.org/que/fee/d/woodside-4-bedroom-apartment-with/6758582201.html","11377"
"renovated","Dec 27"," (Maspeth)","$2200","
                    3br -
                ","https://newyork.craigslist.org/que/abo/d/maspeth-renovated/6780969569.html","11378"
"Beautiful 4 bedroom 2 bath apartment","Dec 27"," (54-06 flushing ave maspeth new York)","$2595","
                    4br -
                ","https://newyork.craigslist.org/brk/abo/d/maspeth-beautiful-4-bedroom-2-bath/6780883682.html","11378"
"NEW YEAR SPECIAL ! DUPLEX ~~~5BR 2BA~~~ MUST SEE! ALL NEW~~PARKING!!","Dec 26"," (Maspeth)","$3000","
                    5br -
                ","https://newyork.craigslist.org/que/nfb/d/maspeth-new-year-special-duplex-5br-2ba/6780683849.html","11378"
"Wow Brand New 2.5 BR*Outdoor Space*Parking Available*Prime Maspeth","Dec 26"," (Queens)","$2400","
                    2br -
                ","https://newyork.craigslist.org/que/fee/d/maspeth-wow-brand-new-25-broutdoor/6780596716.html","11378"
"HOUSE FOR RENT","Dec 26"," (11378)","$3500","character(0)","https://newyork.craigslist.org/que/abo/d/elmhurst-house-for-rent/6770801918.html","11378"
"Maspeth Apto Para La Renta","Dec 26","character(0)","$2200","
                    3br -
                ","https://newyork.craigslist.org/que/abo/d/maspeth-maspeth-apto-para-la-renta/6780133202.html","11378"
"Gorgeous 4 BR / 2 Bath","Dec 25"," (Ridgewood)","$2699","
                    4br -
                ","https://newyork.craigslist.org/que/abo/d/brooklyn-gorgeous-4-br-2-bath/6766690934.html","11378"
"Large 2bedroom Upper Maspeth/Middle Village","Dec 24"," (3 blocks from Juniper Park)","$2000","
                    2br -
                    1034ft2 -
                ","https://newyork.craigslist.org/que/abo/d/maspeth-large-2bedroom-upper-maspeth/6779638881.html","11378"
"READY TO MOVE IN 3 BEDROOM","Dec 24"," (Maspeth)","$2400","character(0)","https://newyork.craigslist.org/que/abo/d/maspeth-ready-to-move-in-3-bedroom/6779458671.html","11378"
"READY TO MOVE IN 3 BEDROOM","Dec 24"," (Maspeth)","$2400","character(0)","https://newyork.craigslist.org/que/abo/d/maspeth-ready-to-move-in-3-bedroom/6779458567.html","11378"
"READY TO MOVE IN 3 BEDROOM","Dec 24"," (Maspeth)","$2400","character(0)","https://newyork.craigslist.org/que/abo/d/maspeth-ready-to-move-in-3-bedroom/6779458427.html","11378"
"READY TO MOVE IN 3 BEDROOM","Dec 24"," (Maspeth)","$2400","character(0)","https://newyork.craigslist.org/que/abo/d/maspeth-ready-to-move-in-3-bedroom/6779458234.html","11378"
"BEAUTIFUL 3 BEDROOM","Dec 24"," (Maspeth)","$2400","
                    3br -
                ","https://newyork.craigslist.org/que/abo/d/maspeth-beautiful-3-bedroom/6779458793.html","11378"
"LARGE 2-BEDROOM MASPETH PLATEAU","Dec 23","character(0)","$1850","
                    2br -
                    850ft2 -
                ","https://newyork.craigslist.org/que/abo/d/maspeth-large-2-bedroom-maspeth-plateau/6778981927.html","11378"
"TRAIN MSPACIOUS ::::::2BEDROOMS/NO FEE/ BRIGHT /H/ HW","Dec 22"," (RIDGEWOOD, QUEENS)","$1955","
                    2br -
                ","https://newyork.craigslist.org/que/abo/d/maspeth-train-mspacious-2bedrooms-no/6768585958.html","11378"
"1,5 Br apartment in Maspeth","Dec 22","character(0)","$1650","
                    2br -
                ","https://newyork.craigslist.org/que/fee/d/brooklyn-15-br-apartment-in-maspeth/6778784266.html","11378"
"Newly Renovated 2-bedroom apt","Dec 22"," (Maspeth New York)","$2000","
                    2br -
                ","https://newyork.craigslist.org/que/abo/d/maspeth-newly-renovated-2-bedroom-apt/6778455954.html","11378"
"Great Apartment!!!","Dec 22"," (Maspeth)","$1800","
                    2br -
                ","https://newyork.craigslist.org/que/abo/d/maspeth-great-apartment/6756011663.html","11378"
"1 bed. aprt. for rent","Dec 22"," (elmhurst)","$1600","character(0)","https://newyork.craigslist.org/que/abo/d/maspeth-1-bed-aprt-for-rent/6778335480.html","11378"
"DUPLEX ~~~5BR 2BA~~~ MUST SEE! ALL NEW~~PARKING!!","Dec 21"," (Maspeth)","$3000","
                    5br -
                ","https://newyork.craigslist.org/que/nfb/d/maspeth-duplex-5br-2ba-must-see-all/6778105016.html","11378"
"3 room private house in middle village. quiet house","Dec 21"," (73-34 68th Avenue, Middle Village 11378)","$1400","
                    1br -
                ","https://newyork.craigslist.org/que/abo/d/maspeth-3-room-private-house-in-middle/6777650438.html","11378"
"New renovation 1 br apartment for rent","Dec 20"," (Maspeth)","$1200","character(0)","https://newyork.craigslist.org/que/abo/d/maspeth-new-renovation-1-br-apartment/6777457215.html","11378"
"1,5 Br apartment in Maspeth","Dec 20","character(0)","$1650","
                    2br -
                ","https://newyork.craigslist.org/que/fee/d/brooklyn-15-br-apartment-in-maspeth/6777260747.html","11378"
"Great Studio! All Utlities Included! Close to Transportation!","Dec 16"," (Maspeth, Queens)","$1200","character(0)","https://newyork.craigslist.org/que/fee/d/maspeth-great-studio-all-utlities/6773995549.html","11378"
"1,5 Br apartment in Maspeth","Dec 15","character(0)","$1650","
                    2br -
                ","https://newyork.craigslist.org/que/fee/d/brooklyn-15-br-apartment-in-maspeth/6773541605.html","11378"
"DUPLEX ~~~5BR 2BA~~~ MUST SEE! ALL NEW~~PARKING!!","Dec 14"," (Maspeth)","$3200","
                    5br -
                ","https://newyork.craigslist.org/que/nfb/d/maspeth-duplex-5br-2ba-must-see-all/6772708224.html","11378"
"Two spectaculars Apts. 2 bedrooms   available  Now","Dec 12"," (Maspeth  near  69st/ 52    East Elmhurst  68st 32ave)","$2000","
                    2br -
                ","https://newyork.craigslist.org/que/fee/d/maspeth-two-spectaculars-apts-2/6771111295.html","11378"
"SUNNY 2 BOX BEDROOM APT MOVE IN READY! CLOSE TO STORES/TRANSPORTATION","Dec 10"," (MASPETH  QUEENS)","$1800","
                    2br -
                    750ft2 -
                ","https://newyork.craigslist.org/que/fee/d/maspeth-sunny-2-box-bedroom-apt-move-in/6769592877.html","11378"
"~~~5BR 2BA~~~~tons of living space near transportation","Dec 10"," (Maspeth)","$3200","
                    5br -
                ","https://newyork.craigslist.org/que/fee/d/maspeth-5br-2batons-of-living-space/6769432536.html","11378"
"SPACIOUS AND SUNNY APARTMENT... NEW RENO/ 4 BED... GOOD AREA","Dec  6"," (Maspeth)","$2600","
                    4br -
                ","https://newyork.craigslist.org/que/nfb/d/kew-gardens-spacious-and-sunny/6766073366.html","11378"
"Beautifull Apt 2 bedrooms Maspeth available  NOW","Dec  5"," (Maspeth  near  69st/ 52)","$2000","
                    2br -
                ","https://newyork.craigslist.org/que/fee/d/maspeth-beautifull-apt-2-bedrooms/6765442938.html","11378"
"GREAT DEAL.... 4 AMAZING BED... NEW RENO... BRIGHT...","Dec  4"," (Maspeth)","$2800","
                    4br -
                ","https://newyork.craigslist.org/que/nfb/d/maspeth-great-deal-4-amazing-bed-new/6764666836.html","11378"
"DUPLEX ~~~5BR 2BA~~~ MUST SEE! ALL NEW~~PARKING!!","Dec  3"," (Maspeth)","$3200","
                    5br -
                ","https://newyork.craigslist.org/que/nfb/d/maspeth-duplex-5br-2ba-must-see-all/6763964909.html","11378"
